millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 101471.05, "g_temp": 26.33, "datetime": "2023-03-02T14:35:57Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
631156,282482934,-821511767,322918,273.00897,55661,7506,1618171,-0.910,-0.051,0.156,26.63,98355,4
631212,282483311,-821511727,322159,273.00897,55553,7577,1637179,-0.891,-0.086,0.109,26.63,98355,5
631268,282483476,-821511649,323077,273.2067,55714,7224,1668767,-0.883,-0.062,0.191,26.63,98352,5
631324,282483621,-821511581,324330,273.26434,55888,7041,1646863,-0.906,-0.070,0.121,26.63,98352,5
631380,282483893,-821511516,323978,273.3083,55543,6978,1661898,-0.910,-0.078,0.176,26.63,98351,5
631436,282484158,-821511467,324124,273.28357,55420,6501,1671111,-0.898,-0.047,0.207,26.63,98351,5
631492,282484483,-821511394,324613,273.3687,55137,4802,1714734,-0.941,-0.074,0.121,26.63,98350,5
631548,282484838,-821511300,323262,273.47855,55050,4307,1720634,-0.926,-0.086,0.160,26.64,98349,5
631604,282485228,-821511201,321583,273.5582,54857,3613,1695436,-0.957,-0.055,0.137,26.64,98348,5
631660,282485577,-821511112,320599,273.64334,54412,2995,1759445,-0.957,-0.094,0.113,26.64,98347,5
631716,282485929,-821511021,319117,273.7312,54526,2513,1738006,-0.883,-0.070,0.199,26.64,98346,5
631772,282486260,-821510927,318154,273.7312,54361,2139,1774223,-0.918,-0.094,0.203,26.64,98346,5
631828,282486626,-821510820,316399,274.14038,54110,1621,1785118,-0.867,-0.066,0.148,26.64,98342,5
631884,282487026,-821510702,313813,274.13763,53928,1377,1787535,-0.887,-0.109,0.121,26.64,98342,5
631940,282487463,-821510575,310704,274.29144,53928,1095,1785929,-0.867,-0.062,0.164,26.64,98340,5
631996,282487877,-821510446,308297,274.415,53692,796,1801184,-0.914,-0.113,0.094,26.64,98339,5
632052,282488273,-821510322,305811,274.27222,53586,502,1827506,-0.941,-0.121,0.156,26.64,98340,5
632108,282488721,-821510188,302367,274.25024,53883,622,1801941,-0.941,-0.090,0.238,26.64,98341,5
632164,282489138,-821510062,299203,274.12115,53719,645,1817005,-1.012,-0.102,0.145,26.64,98342,5
632220,282489548,-821509941,296005,274.01956,53769,479,1832109,-1.023,-0.121,0.137,26.64,98343,5
632276,282489916,-821509825,293951,273.65433,53741,89,1854405,-1.031,-0.102,0.125,26.64,98347,5
632332,282490242,-821509716,292655,273.65433,53553,-178,1875513,-1.027,-0.082,0.137,26.64,98347,5
632388,282490551,-821509607,291976,273.5115,53767,-494,1876999,-1.039,-0.113,0.172,26.64,98349,5
632444,282490881,-821509494,290690,273.58566,54096,-752,1893042,-0.988,-0.051,0.223,26.64,98348,5
632500,282491201,-821509382,289576,273.61313,54273,-547,1882720,-1.027,-0.090,0.160,26.64,98348,5
632556,282491542,-821509261,288169,273.63785,54336,-611,1886187,-0.984,-0.086,0.164,26.65,98347,5
632612,282491890,-821509143,286426,273.5527,54411,-669,1893912,-0.988,-0.055,0.164,26.65,98348,5
632668,282492233,-821509024,284523,273.5884,54464,-710,1903292,-1.027,-0.094,0.121,26.65,98348,5
632724,282492582,-821508905,282470,273.65982,54804,-987,1907150,-1.000,-0.102,0.156,26.65,98347,5
632780,282492923,-821508786,280557,273.76965,54790,-980,1913660,-1.004,-0.074,0.219,26.65,98346,5
632836,282493250,-821508672,278797,273.83282,54891,-1073,1926017,-1.000,-0.113,0.176,26.65,98345,5
632892,282493553,-821508560,277699,273.83282,55077,-1250,1921542,-1.000,-0.098,0.172,26.65,98345,5
632948,282493800,-821508462,277434,273.79987,55904,-807,1906277,-1.031,-0.098,0.215,26.65,98346,6
633004,282493948,-821508400,277097,273.76416,55956,-21,1914871,-1.043,-0.105,0.141,26.65,98346,7
633060,282494294,-821508282,275152,273.9207,55313,-1039,1930880,-1.035,-0.109,0.180,26.65,98344,5
633116,282494649,-821508158,273158,273.9976,55387,-1069,1944145,-1.004,-0.066,0.215,26.65,98343,5
633172,282494885,-821508056,273161,273.93167,56202,-990,1951950,-1.043,-0.094,0.199,26.65,98344,6
633228,282495019,-821507999,273284,274.01956,56161,-1441,1940091,-1.043,-0.109,0.195,26.65,98343,7
633284,282495185,-821507930,272933,273.98935,56040,-1167,1952369,-1.027,-0.055,0.195,26.65,98343,7
633340,282495345,-821507861,272762,274.14038,56089,-453,1957521,-1.039,-0.086,0.152,26.65,98342,7
633396,282495513,-821507787,272692,274.38205,56619,912,1962421,-0.996,-0.082,0.219,26.65,98339,7
633452,282495710,-821507704,272342,274.38205,57128,2078,1975988,-1.016,-0.105,0.266,26.65,98339,7
633508,282495900,-821507621,272170,274.45346,57464,2477,1973099,-1.031,-0.094,0.207,26.65,98338,7
633564,282496092,-821507540,271880,274.5084,57055,2455,1974782,-1.035,-0.125,0.215,26.65,98338,7
633620,282496295,-821507455,271426,274.61273,57208,2845,1971455,-1.059,-0.078,0.223,26.65,98336,7
633676,282496493,-821507372,271242,274.83517,56887,3047,1967266,-1.109,-0.113,0.137,26.65,98334,7
633732,282496666,-821507294,271042,274.783,56001,2410,2002610,-1.109,-0.113,0.180,26.65,98334,8
633788,282496850,-821507216,270700,274.52484,55708,1999,1975544,-1.078,-0.090,0.207,26.65,98337,8
633844,282497047,-821507131,270506,274.50565,55577,1907,2009378,-1.117,-0.102,0.180,26.65,98338,7
633900,282497235,-821507048,270380,274.40952,55410,1998,2032792,-1.113,-0.086,0.230,26.66,98339,7
633956,282497420,-821506965,270394,274.38754,55072,1787,2043292,-1.059,-0.066,0.164,26.66,98339,8
634012,282497559,-821506885,272521,274.38754,55404,1487,2054765,-1.051,-0.062,0.148,26.66,98339,10
634068,282497736,-821506798,272699,274.36557,56217,689,2043028,-1.059,-0.105,0.176,26.66,98339,11
