millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 98429.28, "g_temp": 15.38, "datetime": "2023-04-16T07:16:35Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
7397704,430753254,16706198,793594,381.58743,57391,-3550,16891961,0.863,-0.117,0.629,16.09,94065,4
7397816,430752673,16706163,793718,381.97638,57059,-2838,16841024,0.820,-0.141,0.629,16.09,94061,4
7397872,430752428,16706129,793016,382.23566,56740,-2538,16847690,0.809,-0.141,0.594,16.09,94058,4
7397928,430752202,16706131,792819,382.98178,55584,-1912,16862874,0.840,-0.102,0.625,16.09,94050,4
7397984,430751988,16706171,792971,382.98178,55490,-1686,16864882,0.883,-0.133,0.637,16.09,94050,4
7398040,430751765,16706237,793601,383.35748,56028,-1467,16818419,0.816,-0.137,0.594,16.09,94046,4
7398096,430751521,16706315,794201,383.69614,56476,-1323,16787231,0.781,-0.125,0.586,16.09,94042,4
7398152,430751256,16706387,794318,384.24646,57225,-1422,16764510,0.816,-0.133,0.621,16.09,94036,4
7398208,430750983,16706467,794364,384.73065,56983,-982,16768782,0.820,-0.113,0.625,16.09,94030,4
7398264,430750699,16706552,794294,385.1381,56818,-818,16776170,0.859,-0.125,0.641,16.09,94026,4
7398320,430750410,16706647,794417,385.4794,56927,-925,16792156,0.793,-0.133,0.629,16.09,94022,4
7398376,430750122,16706738,794329,386.0403,56861,-988,16778569,0.809,-0.109,0.602,16.09,94016,4
7398432,430749830,16706829,794108,386.46365,56895,-1333,16787851,0.824,-0.113,0.621,16.09,94011,4
7398488,430749534,16706927,793961,387.3976,57469,-1143,16706603,0.844,-0.125,0.613,16.10,94000,4
7398544,430749240,16707019,793698,387.3976,57602,-1084,16675757,0.836,-0.102,0.605,16.10,94000,4
7398600,430748958,16707095,793432,387.8421,57115,-611,16704791,0.785,-0.133,0.590,16.10,93995,4
7398656,430748678,16707168,793230,387.9109,57291,-579,16715416,0.832,-0.125,0.609,16.10,93995,4
7398712,430748393,16707244,793043,388.39508,57327,-520,16720652,0.844,-0.102,0.633,16.10,93989,4
7398768,430748112,16707320,792908,388.7946,57075,-513,16736422,0.859,-0.133,0.637,16.10,93985,4
7398824,430747835,16707397,792844,389.12003,57030,-685,16751458,0.855,-0.152,0.590,16.10,93981,4
7398880,430747557,16707477,792762,389.43222,57059,-733,16750615,0.793,-0.129,0.594,16.10,93978,4
7398936,430747282,16707556,792592,389.90848,57048,-712,16746035,0.809,-0.141,0.594,16.10,93972,4
7398992,430747006,16707635,792456,390.44293,57267,-886,16748770,0.855,-0.102,0.602,16.10,93966,4
7399048,430746735,16707712,792207,391.47214,56965,-612,16736833,0.844,-0.137,0.594,16.10,93955,4
7399104,430746462,16707789,791949,391.47214,56868,-608,16734867,0.797,-0.117,0.602,16.10,93955,4
7399160,430746187,16707866,791681,392.02777,56810,-568,16733770,0.773,-0.105,0.598,16.10,93949,4
7399216,430745912,16707950,791404,392.5384,56710,-642,16690993,0.832,-0.098,0.590,16.10,93943,4
7399272,430745630,16708044,791171,392.9194,56853,-501,16631745,0.809,-0.129,0.609,16.10,93939,4
7399328,430745343,16708149,790964,393.4856,57499,-264,16556781,0.805,-0.141,0.602,16.10,93932,4
7399384,430745060,16708250,790734,393.9724,57583,-657,16545416,0.824,-0.129,0.609,16.10,93927,4
7399440,430744780,16708351,790519,394.29257,57172,-442,16525509,0.816,-0.125,0.617,16.10,93923,4
7399496,430744500,16708451,790308,394.73706,57052,-335,16512747,0.840,-0.121,0.582,16.10,93918,4
7399552,430744218,16708554,790115,395.19742,57113,-285,16507712,0.848,-0.125,0.621,16.11,93913,4
7399608,430743936,16708658,789911,395.62604,57196,-224,16505345,0.805,-0.121,0.613,16.11,93908,4
7399664,430743649,16708764,789694,395.62604,57597,-90,16486947,0.828,-0.121,0.629,16.11,93908,4
7399720,430743357,16708881,789557,396.40125,57476,269,16482949,0.887,-0.137,0.637,16.11,93900,4
7399776,430743055,16709010,789485,396.73993,57502,471,16478912,0.871,-0.141,0.621,16.11,93896,4
7399832,430742747,16709142,788958,397.08652,57468,431,16433054,0.855,-0.121,0.629,16.11,93892,5
7399888,430742445,16709271,788382,397.36697,57051,274,16408559,0.848,-0.105,0.602,16.11,93889,5
7399944,430742147,16709400,787898,397.71356,57151,398,16373106,0.832,-0.113,0.625,16.11,93885,5
7400000,430741855,16709527,787474,398.05753,57341,512,16347407,0.855,-0.117,0.609,16.11,93881,5
7400056,430741560,16709652,787120,398.34326,57380,732,16358176,0.863,-0.129,0.637,16.12,93878,5
7400112,430741273,16709772,786788,398.5708,57385,833,16370395,0.770,-0.133,0.578,16.11,93875,5
7400168,430740987,16709890,786484,399.31693,57697,1136,16353603,0.832,-0.098,0.625,16.11,93867,5
7400224,430740700,16710014,786154,399.31693,58062,1123,16310361,0.844,-0.117,0.617,16.11,93867,5
7400280,430740409,16710138,785722,399.85403,57811,1035,16303087,0.832,-0.125,0.621,16.11,93861,5
7400336,430740119,16710257,785216,400.12918,57657,1200,16295308,0.824,-0.129,0.598,16.11,93858,5
7400392,430739831,16710381,784862,400.48373,57636,1093,16270213,0.801,-0.113,0.598,16.12,93854,5
7400448,430739542,16710506,784547,401.07108,57577,995,16267677,0.797,-0.105,0.625,16.12,93848,5
7400504,430739254,16710630,784244,401.53674,57505,938,16273923,0.871,-0.109,0.609,16.12,93842,5
7400560,430738964,16710758,783989,402.0024,57997,1297,16229219,0.750,-0.105,0.574,16.12,93837,5
7400616,430738680,16710882,783727,402.29346,57962,1217,16248138,0.777,-0.137,0.535,16.12,93834,5
7400672,430738400,16711004,783412,402.91257,57386,834,16258631,0.809,-0.105,0.566,16.12,93827,5
7400728,430738118,16711131,783062,404.3122,57332,970,16194791,0.805,-0.129,0.598,16.12,93811,5
7400784,430737835,16711259,782667,404.3122,57243,799,16172646,0.777,-0.125,0.578,16.12,93811,5
7400840,430737530,16711389,783033,404.71964,57311,802,16183174,0.777,-0.109,0.566,16.12,93807,6
7400896,430737225,16711522,783389,405.05832,57329,879,16163085,0.762,-0.102,0.555,16.12,93803,6
7400952,430736927,16711653,783559,405.31494,57442,872,16151896,0.805,-0.102,0.570,16.12,93800,6
7401008,430736619,16711791,783390,405.7039,56961,739,16156675,0.805,-0.109,0.590,16.12,93796,7
7401064,430736305,16711932,783190,406.069,56802,535,16140401,0.832,-0.125,0.590,16.12,93792,7
7401120,430736001,16712077,783103,406.33887,56711,71,16117622,0.781,-0.117,0.574,16.12,93789,7
7401176,430735702,16712222,783067,406.79926,56641,-201,16098730,0.758,-0.113,0.551,16.12,93783,7
7401232,430735413,16712365,783097,407.1829,56220,-380,16055039,0.828,-0.094,0.594,16.12,93779,7
7401288,430735129,16712504,783050,407.8655,56018,-669,16067307,0.793,-0.137,0.578,16.12,93772,7
7401344,430734848,16712650,783006,407.8655,56470,-1004,16052570,0.785,-0.129,0.570,16.12,93772,7
7401400,430734572,16712803,783137,408.3629,56945,-995,15998054,0.766,-0.117,0.570,16.12,93766,7
7401456,430734299,16712952,783027,408.49255,56801,-1066,15969257,0.820,-0.121,0.582,16.13,93765,7
7401512,430734026,16713099,782586,409.08786,56642,-1231,15941117,0.793,-0.090,0.598,16.12,93758,7
7401568,430733757,16713250,782233,409.6329,57078,-1499,15921037,0.828,-0.152,0.598,16.13,93752,7
7401624,430733494,16713398,782100,409.99536,56836,-1551,15913945,0.805,-0.105,0.605,16.13,93748,6
7401680,430733232,16713544,781920,410.42398,56696,-1843,15897270,0.793,-0.105,0.609,16.13,93743,6
7401736,430732970,16713692,781750,410.74942,56905,-1908,15873962,0.840,-0.125,0.609,16.13,93739,6
7401792,430732706,16713843,781600,411.1304,57135,-1780,15849642,0.848,-0.113,0.645,16.13,93735,6
7401848,430732441,16713997,781543,411.8633,57374,-1571,15835787,0.797,-0.109,0.598,16.13,93727,6
7401904,430732177,16714151,781440,411.8633,57546,-1629,15810709,0.770,-0.113,0.539,16.13,93727,6
7401960,430731918,16714300,781374,412.80255,57083,-1765,15831638,0.824,-0.129,0.598,16.13,93716,6
7402016,430731659,16714448,781344,413.1227,56548,-1898,15822279,0.875,-0.117,0.582,16.13,93713,6
7402072,430731401,16714597,781220,413.53015,56294,-2118,15788471,0.855,-0.152,0.629,16.13,93708,6
7402128,430731142,16714746,781167,413.8556,56414,-1895,15800662,0.797,-0.117,0.602,16.13,93705,6
7402184,430730867,16714901,781044,414.36093,56871,-1947,15824014,0.801,-0.094,0.582,16.13,93699,7
7402240,430730614,16715062,781490,414.86362,56317,-3034,15784054,0.820,-0.117,0.598,16.13,93693,7
7402296,430730357,16715216,781650,415.07,55853,-3272,15775501,0.828,-0.152,0.578,16.13,93691,7
7402352,430730110,16715370,782035,415.623,55335,-3953,15768754,0.809,-0.121,0.602,16.13,93685,7
7402408,430729851,16715523,781928,416.16537,55217,-3627,15719189,0.773,-0.086,0.598,16.13,93679,7
7402464,430729592,16715674,781831,416.16537,55430,-4068,15721704,0.801,-0.105,0.629,16.13,93679,7
7402520,430729334,16715827,781850,416.50403,55647,-4255,15718630,0.836,-0.129,0.602,16.13,93675,7
7402576,430729078,16715980,781873,416.81357,55636,-4464,15697784,0.793,-0.113,0.598,16.13,93672,7
7402632,430728822,16716134,781927,416.93793,55576,-4300,15670696,0.836,-0.125,0.574,16.14,93670,7
7402688,430728566,16716284,781955,417.311,55620,-4634,15672812,0.742,-0.109,0.590,16.14,93666,7
7402744,430728311,16716434,781963,417.62054,55624,-4702,15645180,0.812,-0.102,0.602,16.14,93662,7
7402800,430728061,16716589,782097,418.04123,55737,-4824,15642014,0.844,-0.148,0.598,16.14,93658,7
7402856,430727813,16716742,782146,418.49365,55594,-4822,15605858,0.812,-0.152,0.578,16.14,93653,7
7402912,430727563,16716895,782149,418.9408,55473,-4853,15579870,0.773,-0.109,0.582,16.14,93648,7
7402968,430727313,16717055,782253,419.86682,55560,-4942,15559118,0.832,-0.113,0.629,16.14,93637,7
7403024,430727065,16717219,782470,419.86682,55798,-5013,15543501,0.840,-0.137,0.621,16.14,93637,7
7403080,430726816,16717392,782824,420.30603,56337,-5123,15498777,0.781,-0.137,0.594,16.14,93632,7
7403136,430726567,16717561,783121,420.55475,56382,-5274,15492122,0.789,-0.141,0.562,16.14,93630,7
7403192,430726320,16717724,783346,420.8008,56364,-5458,15508443,0.750,-0.105,0.594,16.14,93627,7
7403248,430726080,16717900,783846,421.17914,55860,-5958,15460284,0.859,-0.137,0.602,16.14,93623,7
7403304,430725831,16718070,784115,421.75064,55949,-5990,15427085,0.871,-0.148,0.574,16.14,93616,7
7403360,430725581,16718234,784265,422.4703,55952,-6213,15429426,0.781,-0.125,0.594,16.14,93608,7
7403416,430725333,16718401,784491,422.9968,56025,-6189,15401252,0.793,-0.121,0.566,16.14,93602,7
7403472,430725083,16718573,784743,423.38574,56142,-6400,15377772,0.809,-0.105,0.602,16.14,93598,7
7403528,430724834,16718747,785004,424.52872,56099,-6464,15356547,0.824,-0.137,0.594,16.14,93585,7
7403584,430724585,16718922,785318,424.52872,56123,-6706,15353890,0.781,-0.137,0.578,16.14,93585,7
7403640,430724332,16719105,785588,425.26425,56404,-6583,15281803,0.793,-0.109,0.590,16.14,93577,7
7403696,430724073,16719279,785654,425.37274,56528,-6684,15303912,0.828,-0.129,0.594,16.14,93576,7
7403752,430723814,16719457,785804,425.79077,56656,-6613,15299373,0.805,-0.117,0.590,16.14,93571,7
7403808,430723555,16719637,786019,426.26437,56690,-6738,15305790,0.805,-0.148,0.582,16.14,93566,7
7403864,430723298,16719822,786362,426.8491,56792,-6914,15279711,0.750,-0.109,0.574,16.14,93559,6
7403920,430723042,16720006,786644,427.1798,57089,-6903,15263585,0.770,-0.141,0.566,16.15,93556,6
7403976,430722789,16720189,786846,427.66666,57013,-6867,15233272,0.816,-0.133,0.559,16.14,93550,6
7404032,430722535,16720379,787078,427.94708,57108,-6716,15179429,0.832,-0.137,0.547,16.15,93547,6
7404088,430722285,16720565,787384,428.68793,56862,-6528,15188655,0.809,-0.145,0.543,16.15,93539,6
7404144,430722038,16720747,787657,428.68793,56452,-6708,15224783,0.785,-0.121,0.551,16.15,93539,6
7404200,430721790,16720931,787918,429.3441,56423,-6611,15222380,0.801,-0.117,0.582,16.15,93531,6
7404256,430721539,16721123,788230,429.6113,56766,-6651,15201567,0.832,-0.121,0.586,16.15,93528,7
7404312,430721292,16721310,788502,429.8415,56622,-6434,15200603,0.824,-0.129,0.594,16.15,93526,7
7404368,430721045,16721498,788740,430.2648,56547,-6836,15179668,0.758,-0.109,0.578,16.15,93521,7
7404424,430720801,16721685,788962,430.58762,56366,-6517,15166549,0.793,-0.125,0.551,16.15,93517,6
7404480,430720555,16721874,789192,430.97125,56628,-6339,15155890,0.801,-0.098,0.605,16.15,93513,6
7404536,430720307,16722064,789420,431.24905,56745,-6201,15137855,0.805,-0.129,0.578,16.15,93510,6
7404592,430720063,16722251,789687,431.60095,56407,-6397,15148432,0.797,-0.129,0.590,16.15,93506,7
7404648,430719817,16722443,790017,432.24918,56564,-6252,15144044,0.762,-0.105,0.574,16.16,93499,7
7404704,430719572,16722634,790377,432.24918,56403,-6226,15139232,0.805,-0.102,0.566,16.16,93499,7
7404760,430719326,16722828,790746,432.9318,56706,-6609,15109598,0.789,-0.117,0.598,16.16,93491,7
7404816,430719079,16723020,791013,433.16727,56756,-6232,15078564,0.785,-0.137,0.562,16.16,93489,7
7404872,430718833,16723218,791389,433.52707,56929,-6420,15067064,0.758,-0.105,0.551,16.16,93485,7
7404928,430718585,16723415,791681,433.9504,57161,-6130,15062483,0.797,-0.125,0.559,16.16,93480,7
7404984,430718335,16723612,791973,434.2494,57321,-6116,15060015,0.844,-0.109,0.598,16.16,93477,7
7405040,430718089,16723812,792330,434.54837,56993,-6415,15033420,0.789,-0.117,0.562,16.16,93473,7
7405096,430717840,16724013,792669,434.8103,57140,-6485,15009681,0.777,-0.105,0.590,16.16,93470,7
7405152,430717590,16724208,792936,435.20187,56812,-6212,15038316,0.758,-0.094,0.586,16.16,93466,7
7405208,430717341,16724406,793229,435.7813,56861,-6405,15013262,0.816,-0.125,0.621,16.16,93459,7
7405264,430717091,16724603,793440,435.7813,56965,-6057,15005602,0.789,-0.117,0.617,16.16,93459,7
7405320,430716841,16724804,793655,436.2364,57288,-6213,14983220,0.793,-0.105,0.570,16.16,93454,7
7405376,430716589,16725005,793899,436.49567,57443,-6310,14981152,0.828,-0.121,0.586,16.16,93451,7
7405432,430716339,16725206,794164,436.6597,57282,-6214,14972085,0.824,-0.105,0.625,16.17,93450,7
7405488,430716091,16725408,794449,436.90576,57113,-6263,14964162,0.852,-0.109,0.617,16.17,93447,7
7405544,430715841,16725614,794748,437.2894,57409,-6160,14933723,0.809,-0.137,0.605,16.17,93443,7
7405600,430715594,16725820,795023,437.66248,57392,-6071,14908736,0.781,-0.152,0.539,16.17,93438,7
7405656,430715348,16726025,795274,437.99054,57103,-6083,14897792,0.789,-0.125,0.578,16.17,93435,7
7405712,430715099,16726231,795495,438.21808,57502,-6165,14900362,0.855,-0.152,0.598,16.17,93432,7
7405768,430714852,16726437,795733,438.5832,57628,-6309,14891351,0.789,-0.109,0.602,16.17,93428,7
7405824,430714608,16726642,795963,438.5832,57367,-6040,14889001,0.797,-0.117,0.598,16.17,93428,7
7405880,430714361,16726851,796218,439.0568,57754,-5920,14876809,0.836,-0.168,0.570,16.17,93423,7
7405936,430714118,16727054,796441,439.3505,57092,-6056,14896590,0.844,-0.148,0.551,16.17,93420,7
7405992,430713872,16727263,796661,439.56744,57700,-5936,14845591,0.832,-0.141,0.570,16.17,93417,7
7406048,430713629,16727473,796868,440.0146,57548,-5976,14793582,0.832,-0.156,0.594,16.17,93412,7
7406104,430713386,16727681,797047,440.36118,57441,-5997,14806649,0.785,-0.129,0.570,16.17,93408,7
7406160,430713141,16727892,797255,440.9221,57711,-5928,14824922,0.777,-0.121,0.582,16.17,93402,7
7406216,430712896,16728102,797432,441.33484,57740,-5896,14805226,0.816,-0.113,0.602,16.17,93397,7
7406272,430712652,16728316,797714,441.7317,58046,-6399,14803528,0.820,-0.105,0.617,16.17,93393,7
7406328,430712412,16728527,797970,442.6789,57387,-6102,14769837,0.812,-0.148,0.562,16.17,93382,7
7406384,430712168,16728742,798241,442.6789,57705,-6119,14762436,0.805,-0.121,0.562,16.17,93382,7
7406440,430711929,16728960,798633,443.298,57584,-6319,14730072,0.836,-0.129,0.562,16.17,93375,7
7406496,430711686,16729176,798929,443.49908,57825,-6126,14730758,0.820,-0.121,0.590,16.18,93373,7
7406552,430711446,16729394,799243,443.8166,57717,-6236,14716351,0.785,-0.129,0.551,16.18,93370,7
7406608,430711205,16729612,799541,444.1473,57855,-6295,14703940,0.785,-0.148,0.566,16.18,93366,7
7406664,430710963,16729830,799840,444.57065,57801,-6260,14698454,0.758,-0.113,0.566,16.18,93361,7
7406720,430710721,16730047,800152,445.01248,57656,-6632,14710203,0.758,-0.059,0.586,16.18,93356,7
7406776,430710480,16730264,800441,445.49667,57356,-6701,14668484,0.824,-0.121,0.582,16.18,93351,7
7406832,430710237,16730482,800673,445.9835,57528,-6552,14664087,0.770,-0.133,0.551,16.18,93345,7
7406888,430709992,16730701,800857,446.83807,57690,-6218,14656860,0.773,-0.137,0.562,16.18,93336,7
7406944,430709748,16730917,801082,446.83807,57744,-6182,14703338,0.820,-0.113,0.578,16.18,93336,7
7407000,430709506,16731132,801288,447.145,57463,-6143,14666063,0.828,-0.168,0.535,16.18,93332,7
7407056,430709264,16731350,801508,447.354,57475,-6274,14654698,0.801,-0.188,0.613,16.18,93330,7
7407112,430709025,16731565,801734,447.70062,57070,-6234,14644583,0.781,-0.152,0.535,16.18,93326,7
7407168,430708784,16731784,802031,448.0472,57318,-6496,14656883,0.797,-0.086,0.551,16.18,93322,7
7407224,430708542,16732007,802251,448.3356,57389,-6382,14586333,0.832,-0.117,0.586,16.18,93319,7
7407280,430708298,16732229,802431,448.42822,57713,-6166,14592424,0.836,-0.168,0.570,16.19,93318,7
7407336,430708058,16732451,802707,448.7166,57555,-6135,14596793,0.801,-0.129,0.574,16.19,93315,7
7407392,430707815,16732676,803014,448.95737,57740,-5865,14610084,0.785,-0.066,0.574,16.19,93312,7
7407448,430707573,16732905,803269,449.44684,57992,-6144,14535875,0.789,-0.121,0.562,16.19,93307,7
7407504,430707327,16733137,803571,449.44684,58588,-5800,14565959,0.812,-0.129,0.586,16.19,93307,7
7407560,430707081,16733365,803842,449.89133,58616,-5547,14592935,0.793,-0.156,0.559,16.19,93302,7
7407616,430706839,16733591,804102,450.11624,58338,-5890,14551993,0.801,-0.129,0.586,16.19,93299,7
7407672,430706597,16733820,804337,450.6348,58115,-5906,14493558,0.812,-0.109,0.562,16.19,93293,7
7407728,430706355,16734049,804549,451.02902,58196,-6116,14476845,0.797,-0.113,0.551,16.19,93289,7
7407784,430706114,16734276,804737,451.3624,58115,-6146,14477174,0.793,-0.121,0.543,16.19,93285,7
7407840,430705871,16734506,804932,451.75662,58360,-5856,14479834,0.758,-0.125,0.535,16.19,93281,7
7407896,430705629,16734734,805100,452.3916,58368,-5615,14496240,0.801,-0.145,0.535,16.19,93274,7
7407952,430705385,16734965,805276,452.89697,58652,-5325,14482657,0.777,-0.117,0.543,16.19,93268,7
7408008,430705143,16735197,805477,453.50815,58609,-5145,14467576,0.754,-0.102,0.535,16.19,93261,7
7408064,430704899,16735432,805668,453.50815,58887,-5163,14461978,0.816,-0.109,0.547,16.19,93261,7
7408176,430704414,16735902,806025,454.30188,58743,-4841,14438959,0.809,-0.137,0.590,16.19,93252,7
7408232,430704171,16736138,806212,454.54266,58845,-5133,14438454,0.816,-0.156,0.562,16.19,93250,7
7408288,430703926,16736373,806318,454.77814,59005,-4894,14436730,0.777,-0.129,0.590,16.19,93247,7
7408344,430703684,16736607,806465,455.24643,58609,-4958,14414122,0.793,-0.102,0.566,16.19,93242,7
7408400,430703441,16736845,806600,455.5216,58712,-4912,14392201,0.793,-0.098,0.594,16.19,93239,7
7408456,430703198,16737080,806768,455.91583,58659,-5316,14423005,0.832,-0.121,0.578,16.19,93234,7
7408512,430702956,16737316,806925,456.14865,58893,-5097,14398649,0.793,-0.125,0.566,16.20,93232,7
7408568,430702715,16737550,807022,456.4635,58709,-4947,14396157,0.801,-0.133,0.570,16.20,93228,7
7408624,430702474,16737788,807184,456.4635,58810,-4684,14385031,0.781,-0.117,0.582,16.20,93228,7
7408680,430702236,16738028,807385,456.85507,58707,-4847,14358452,0.797,-0.098,0.582,16.20,93224,7
7408736,430701996,16738269,807554,457.07202,58989,-4847,14354374,0.809,-0.098,0.613,16.20,93221,7
7408792,430701757,16738511,807742,457.14877,59101,-4519,14356067,0.793,-0.145,0.578,16.20,93221,7
7408848,430701522,16738754,808014,457.54297,58723,-4523,14339255,0.785,-0.137,0.566,16.20,93216,7
7408904,430701282,16738995,808129,457.8102,59213,-4525,14342182,0.828,-0.082,0.617,16.20,93213,7
7408960,430701041,16739239,808258,458.01395,59500,-4539,14319483,0.832,-0.098,0.625,16.20,93211,7
7409016,430700805,16739482,808467,458.37906,58905,-4727,14309182,0.805,-0.191,0.551,16.20,93207,7
7409072,430700568,16739725,808686,458.61453,58788,-4395,14326563,0.805,-0.125,0.574,16.20,93204,7
7409128,430700330,16739969,808914,459.24158,58941,-4415,14339535,0.797,-0.098,0.586,16.20,93197,7
7409184,430700093,16740218,809219,459.24158,59215,-4474,14306373,0.840,-0.121,0.586,16.20,93197,7
7409240,430699857,16740462,809447,459.5141,59060,-4744,14307218,0.805,-0.117,0.621,16.20,93194,7
7409296,430699621,16740705,809616,459.79456,58990,-4551,14282239,0.832,-0.098,0.602,16.20,93191,7
7409352,430699385,16740951,809782,459.96652,59265,-4400,14279896,0.805,-0.070,0.605,16.20,93189,7
7409408,430699148,16741189,809817,460.24698,59106,-4372,14266379,0.855,-0.082,0.594,16.21,93186,7
7409464,430698911,16741436,810007,460.4904,59417,-4472,14269660,0.785,-0.113,0.598,16.21,93183,7
7409520,430698675,16741682,810206,460.6518,59375,-4436,14273677,0.852,-0.137,0.625,16.21,93181,7
7409576,430698442,16741930,810535,460.95078,58918,-4704,14285007,0.820,-0.129,0.574,16.21,93178,7
7409632,430698213,16742193,810941,461.32382,59379,-4961,14158828,0.812,-0.109,0.633,16.21,93174,7
7409688,430697983,16742452,811283,461.86356,59242,-5146,14142566,0.855,-0.137,0.602,16.21,93168,7
7409744,430697747,16742705,811542,461.86356,59424,-4813,14206525,0.848,-0.137,0.605,16.21,93168,7
7409800,430697512,16742957,811719,462.15195,59405,-4632,14188974,0.848,-0.113,0.602,16.21,93165,7
7409856,430697277,16743206,811849,462.68378,59311,-4715,14184661,0.906,-0.125,0.629,16.21,93159,7
7409912,430697041,16743456,811994,463.04095,59489,-4782,14200500,0.805,-0.074,0.613,16.21,93155,7
7409968,430696806,16743701,812074,463.38226,59121,-4727,14202844,0.832,-0.121,0.605,16.21,93151,7
7410024,430696572,16743954,812281,463.64154,59271,-4750,14171579,0.832,-0.117,0.602,16.21,93148,7
7410080,430696339,16744210,812457,463.83997,59378,-4654,14141083,0.824,-0.105,0.586,16.21,93146,7
7410136,430696103,16744463,812571,464.26596,59682,-4606,14151226,0.836,-0.051,0.617,16.21,93141,7
7410192,430695864,16744718,812686,464.72366,60116,-4554,14151983,0.824,-0.148,0.605,16.21,93136,7
7410248,430695626,16744975,812820,465.73965,60200,-4166,14151956,0.875,-0.223,0.562,16.21,93124,7
7410304,430695392,16745235,813098,465.73965,60006,-4510,14148163,0.852,-0.117,0.605,16.21,93124,7
7410360,430695160,16745494,813371,466.20798,59704,-4607,14121392,0.875,-0.160,0.582,16.22,93119,7
7410416,430694927,16745754,813676,466.3138,59752,-4814,14125578,0.926,-0.062,0.617,16.22,93118,7
7410472,430694695,16746010,813931,466.49106,59460,-4787,14122607,0.844,-0.059,0.637,16.22,93116,7
7410528,430694462,16746268,814221,466.90115,59650,-5196,14118175,0.812,-0.125,0.609,16.22,93111,7
7410584,430694230,16746525,814474,467.0361,59560,-5093,14087374,0.855,-0.086,0.664,16.22,93110,7
7410640,430693998,16746786,814798,467.12607,59701,-5302,14090003,0.883,-0.074,0.664,16.22,93109,7
7410696,430693769,16747049,815175,467.32184,59612,-5283,14060977,0.875,-0.137,0.625,16.22,93107,7
7410752,430693540,16747315,815581,467.5441,59610,-5468,14038920,0.863,-0.145,0.605,16.22,93104,7
7410808,430693309,16747580,815966,468.16586,59777,-5639,14046253,0.883,-0.078,0.656,16.22,93097,7
7410864,430693075,16747840,816186,468.16586,59924,-5622,14058272,0.891,-0.102,0.633,16.22,93097,7
7410920,430692842,16748098,816379,468.7162,59775,-5522,14050310,0.832,-0.086,0.656,16.22,93091,7
7410976,430692609,16748357,816562,469.13687,59693,-5672,14024749,0.793,-0.078,0.621,16.22,93086,7
7411032,430692378,16748618,816826,469.41995,59520,-5644,14024443,0.789,-0.086,0.625,16.22,93083,7
7411088,430692145,16748879,817039,469.77716,59779,-5633,14017942,0.871,-0.062,0.652,16.22,93079,7
7411144,430691909,16749139,817172,470.23752,59976,-5787,14010856,0.859,-0.129,0.613,16.23,93074,7
7411200,430691672,16749400,817290,470.55237,60388,-5164,14030558,0.855,-0.129,0.625,16.23,93071,7
7411256,430691438,16749667,817585,471.02332,60391,-5224,14019191,0.820,-0.098,0.625,16.23,93065,7
7411312,430691206,16749935,817966,471.39636,60367,-5868,13995788,0.820,-0.055,0.625,16.23,93061,7
7411368,430690984,16750199,818327,471.9864,59327,-6472,13913024,0.859,-0.129,0.625,16.23,93055,7
7411424,430690765,16750464,818728,471.9864,58749,-7101,13863155,0.852,-0.125,0.621,16.23,93055,7
7411480,430690545,16750721,818966,472.34357,58193,-7340,13849926,0.840,-0.090,0.625,16.23,93051,7
7411536,430690325,16750978,819206,472.8357,57982,-7664,13829481,0.848,-0.129,0.613,16.23,93045,7
7411592,430690115,16751234,819512,473.38867,57169,-8034,13767061,0.855,-0.098,0.652,16.23,93039,7
7411648,430689894,16751500,819822,473.76437,57848,-7790,13788458,0.836,-0.102,0.656,16.23,93035,7
7411704,430689669,16751771,820107,474.14008,58710,-7405,13783766,0.863,-0.125,0.629,16.23,93031,7
7411760,430689436,16752040,820307,474.45755,59528,-6716,13846755,0.812,-0.145,0.625,16.23,93027,7
