millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 99209.19, "g_temp": 31.98, "datetime": "2023-03-02T14:53:37Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
18912244,282902608,-821451555,724990,529.028,51140,-3354,33524862,-1.039,-0.168,-0.098,32.41,93473,4
18912300,282902799,-821451679,725310,529.0308,51140,-3354,,-1.059,-0.160,-0.109,32.41,93473,3
18912356,282903082,-821451785,725713,529.4113,51143,-3356,,-1.074,-0.180,-0.109,32.41,93469,3
18912412,282903333,-821451915,725884,529.6128,51151,-3366,,-1.055,-0.188,-0.121,32.41,93467,3
18912468,282903568,-821452014,726313,530.178,51136,-3351,,-1.027,-0.195,-0.117,32.41,93461,3
18912524,282903808,-821452139,727376,530.7152,51555,-3673,33534432,-0.965,-0.168,-0.113,32.41,93455,4
18912580,282904144,-821452312,729542,531.1209,52850,-3875,33538531,-0.910,-0.160,-0.117,32.41,93451,4
18912636,282904448,-821452470,730878,531.99384,53518,-4371,33614457,-0.926,-0.137,-0.113,32.41,93442,4
18912692,282904660,-821452568,730654,531.99384,53457,-4527,33604009,-0.941,-0.145,-0.105,32.41,93442,4
18912748,282904800,-821452604,728793,532.5367,53599,-4736,33590341,-0.965,-0.145,-0.113,32.41,93436,4
18912804,282904977,-821452683,728438,532.6234,53130,-4904,33562691,-0.941,-0.156,-0.098,32.41,93435,4
18912860,282905187,-821452766,728616,532.95074,52791,-5134,33570139,-0.941,-0.168,-0.113,32.41,93432,4
18912916,282905439,-821452884,729709,533.23895,52689,-5202,33558637,-0.996,-0.164,-0.133,32.41,93429,4
18912972,282905681,-821453000,730518,533.36487,52241,-5183,33558339,-0.984,-0.176,-0.129,32.41,93427,4
18913028,282905897,-821453099,730828,533.48517,52271,-4940,33552407,-0.977,-0.164,-0.129,32.41,93426,4
18913084,282906106,-821453195,730920,533.82935,52109,-4746,33561552,-1.000,-0.164,-0.113,32.41,93422,4
18913140,282906319,-821453293,730938,534.0588,52301,-4606,33562078,-1.035,-0.172,-0.094,32.41,93420,4
18913196,282906560,-821453411,731549,534.554,52209,-4486,33583435,-1.004,-0.148,-0.094,32.41,93415,4
18913252,282906774,-821453510,731684,534.554,52239,-4447,33588981,-1.027,-0.148,-0.098,32.41,93415,4
18913308,282907009,-821453626,732227,534.74426,52495,-4464,33575791,-1.039,-0.152,-0.109,32.42,93412,4
18913364,282907257,-821453752,732959,534.9737,52603,-4445,33575836,-1.031,-0.160,-0.125,32.42,93410,4
18913420,282907499,-821453873,733629,535.27026,52191,-4355,33613424,-1.039,-0.172,-0.121,32.41,93407,4
18913476,282907751,-821453999,734347,535.5501,52360,-4412,33598069,-1.031,-0.160,-0.141,32.41,93404,4
18913532,282908010,-821454125,735090,535.88586,52673,-4509,33585826,-1.016,-0.156,-0.152,32.42,93400,4
18913588,282908275,-821454251,735918,536.1181,52565,-4583,33630148,-1.039,-0.152,-0.137,32.42,93398,4
18913644,282908528,-821454369,736505,536.3419,52168,-4615,33673061,-1.023,-0.145,-0.105,32.42,93395,4
18913700,282908771,-821454480,736846,536.58813,52599,-4757,33642970,-1.020,-0.141,-0.105,32.42,93393,4
18913756,282909023,-821454596,737345,537.20087,52768,-4710,33652228,-0.988,-0.129,-0.148,32.42,93386,4
18913812,282909325,-821454732,738593,537.20087,52991,-4612,33682410,-0.977,-0.133,-0.141,32.42,93386,5
18913868,282909618,-821454863,739657,537.6178,53196,-4551,33709981,-0.973,-0.145,-0.152,32.42,93382,5
18913924,282909908,-821454993,740684,537.97034,53308,-4611,33717671,-0.918,-0.148,-0.129,32.42,93378,5
18913980,282910189,-821455121,741477,538.24457,53625,-4693,33708299,-0.914,-0.145,-0.125,32.42,93375,5
18914036,282910455,-821455245,742079,538.8321,53475,-4863,33695136,-0.910,-0.125,-0.117,32.42,93369,5
18914092,282910731,-821455375,742905,539.2742,53203,-4920,33695859,-0.922,-0.125,-0.117,32.42,93364,5
18914148,282910999,-821455501,743645,539.72186,52742,-4982,33695020,-0.934,-0.121,-0.117,32.42,93359,5
18914204,282911256,-821455620,744173,540.04645,52498,-4972,33691307,-0.930,-0.117,-0.121,32.42,93356,5
18914260,282911511,-821455737,744684,540.34863,52333,-4997,33675837,-0.957,-0.113,-0.129,32.42,93353,5
18914316,282911771,-821455857,745272,540.73755,52286,-4945,33668719,-0.957,-0.105,-0.125,32.42,93349,5
18914372,282912029,-821455977,745883,540.73755,52228,-4895,33664967,-0.965,-0.117,-0.125,32.42,93349,5
18914428,282912291,-821456098,746521,540.83826,52183,-4862,33659853,-0.980,-0.113,-0.148,32.42,93348,5
18914484,282912548,-821456211,747044,541.0593,52365,-4639,33682849,-0.973,-0.109,-0.125,32.42,93345,5
18914540,282912812,-821456325,747531,541.3419,52627,-4413,33714763,-1.008,-0.117,-0.125,32.42,93342,5
18914596,282913078,-821456441,747997,541.6133,53229,-4507,33686137,-1.016,-0.121,-0.125,32.42,93339,5
18914652,282913352,-821456561,748636,541.85675,53154,-4267,33748134,-0.980,-0.117,-0.121,32.42,93337,5
18914708,282913627,-821456677,749160,542.28485,53532,-4148,33775060,-0.980,-0.125,-0.133,32.42,93332,5
18914764,282913904,-821456792,749664,542.601,53894,-4038,33809375,-0.988,-0.145,-0.141,32.42,93329,5
18914820,282914175,-821456906,750119,542.9228,53961,-4163,33821932,-0.973,-0.148,-0.141,32.42,93325,5
18914876,282914422,-821457000,749998,543.52155,54154,-4328,33822920,-0.969,-0.148,-0.137,32.42,93319,6
18914932,282914656,-821457100,749896,543.52155,53700,-4431,33778179,-0.969,-0.148,-0.121,32.42,93319,6
18914988,282914882,-821457196,749669,543.93005,53466,-4545,33725377,-0.965,-0.145,-0.117,32.42,93315,6
18915044,282915144,-821457319,750103,544.1763,53521,-4497,33695964,-0.988,-0.137,-0.113,32.42,93312,5
18915100,282915407,-821457442,750584,544.4169,53304,-4428,33694701,-0.977,-0.141,-0.113,32.42,93309,5
18915156,282915644,-821457545,750535,544.8282,53114,-4311,33674261,-0.980,-0.148,-0.117,32.42,93305,6
18915212,282915881,-821457653,750527,544.7722,53142,-4246,33634608,-0.977,-0.152,-0.117,32.42,93306,6
18915268,282916118,-821457763,750549,545.2367,53078,-4201,33612651,-0.945,-0.133,-0.113,32.42,93301,6
18915324,282916353,-821457873,750585,545.47455,52888,-4168,33605857,-0.973,-0.156,-0.117,32.42,93298,6
18915380,282916596,-821457988,750768,545.59204,52737,-4177,33598580,-0.949,-0.145,-0.102,32.42,93297,6
18915436,282916840,-821458105,750923,545.97815,52965,-4275,33567947,-0.938,-0.137,-0.125,32.42,93293,6
18915492,282917078,-821458219,750964,545.97815,53080,-4328,33553504,-0.949,-0.125,-0.137,32.42,93293,6
18915548,282917312,-821458332,750957,546.23,52983,-4348,33556708,-0.934,-0.133,-0.125,32.42,93290,6
18915604,282917534,-821458443,750865,546.38947,52753,-4408,33557553,-0.941,-0.152,-0.117,32.42,93288,6
18915660,282917760,-821458556,750781,546.6133,52855,-4518,33537129,-0.934,-0.152,-0.117,32.42,93286,6
18915716,282917984,-821458668,750690,546.8679,52578,-4526,33549996,-0.910,-0.148,-0.125,32.42,93283,6
18915772,282918207,-821458781,750578,547.0694,52653,-4610,33534672,-0.910,-0.148,-0.121,32.42,93281,6
18915828,282918436,-821458894,750487,547.296,52744,-4471,33558021,-0.926,-0.160,-0.141,32.42,93279,6
18915884,282918664,-821459008,750410,547.5366,52743,-4336,33564147,-0.949,-0.156,-0.141,32.42,93276,6
18915940,282918895,-821459127,750378,547.6989,53067,-4353,33541766,-0.949,-0.152,-0.105,32.42,93274,6
18915996,282919129,-821459247,750374,548.1466,53210,-4367,33536547,-0.941,-0.148,-0.098,32.42,93270,6
18916052,282919367,-821459369,750404,548.1466,53457,-4440,33522652,-0.945,-0.145,-0.105,32.42,93270,6
18916108,282919599,-821459489,750368,548.50476,53342,-4448,33537329,-0.965,-0.152,-0.109,32.42,93266,6
18916164,282919831,-821459608,750370,548.8377,53131,-4464,33553308,-0.961,-0.156,-0.133,32.42,93262,6
18916220,282920062,-821459725,750274,549.00275,53540,-4628,33521829,-0.961,-0.156,-0.129,32.42,93261,6
18916276,282920289,-821459841,750138,549.31616,53567,-4659,33521395,-0.969,-0.164,-0.129,32.42,93257,6
18916332,282920521,-821459946,749941,549.57635,53805,-5096,33564277,-0.984,-0.164,-0.148,32.42,93254,6
18916388,282920753,-821460051,749777,549.8674,53916,-5374,33606127,-0.980,-0.164,-0.129,32.42,93251,6
18916444,282920988,-821460159,749672,549.9093,54104,-5591,33631671,-1.000,-0.152,-0.113,32.42,93251,6
18916500,282921223,-821460266,749552,550.0548,54478,-5787,33636744,-0.992,-0.156,-0.137,32.42,93249,6
18916556,282921460,-821460376,749511,550.3514,54568,-5886,33657598,-0.996,-0.152,-0.137,32.43,93246,7
18916612,282921697,-821460488,749485,550.3514,54690,-5983,33669332,-0.992,-0.164,-0.148,32.43,93246,7
18916668,282921935,-821460605,749558,550.6788,54785,-6070,33677908,-0.992,-0.160,-0.152,32.43,93243,7
18916724,282922172,-821460717,749583,550.883,54805,-6130,33689225,-1.008,-0.156,-0.152,32.43,93241,7
18916780,282922414,-821460835,749692,550.97534,54920,-6203,33689387,-0.977,-0.164,-0.121,32.43,93240,7
18916836,282922650,-821460944,749678,551.23834,54778,-6213,33708431,-0.988,-0.164,-0.121,32.43,93237,7
18916892,282922887,-821461055,749666,551.4482,54963,-6305,33698129,-1.012,-0.156,-0.129,32.43,93235,7
18916948,282923128,-821461170,749775,551.6133,54888,-6324,33709655,-1.000,-0.168,-0.121,32.43,93233,7
18917004,282923369,-821461284,749843,551.8651,54986,-6388,33705246,-0.980,-0.148,-0.113,32.43,93230,7
18917060,282923590,-821461427,750027,552.17566,54531,-6061,33617248,-0.984,-0.172,-0.129,32.43,93227,8
18917116,282923821,-821461563,750216,552.0218,54408,-5984,33581413,-1.016,-0.176,-0.129,32.43,93229,8
18917172,282924052,-821461697,750390,552.0218,54372,-5977,33561900,-1.020,-0.168,-0.133,32.43,93229,8
18917228,282924283,-821461835,750637,552.1309,54137,-5949,33566574,-0.996,-0.168,-0.121,32.43,93228,8
18917284,282924522,-821461967,750850,552.4527,54227,-6019,33550617,-1.027,-0.164,-0.117,32.43,93224,8
18917340,282924760,-821462094,751005,552.559,54131,-6019,33552856,-1.023,-0.168,-0.117,32.43,93223,8
18917396,282924998,-821462219,751122,553.0011,54069,-6051,33552300,-1.031,-0.164,-0.113,32.43,93219,8
18917452,282925236,-821462341,751212,553.03186,54130,-6111,33544414,-1.031,-0.172,-0.125,32.43,93218,8
18917508,282925477,-821462465,751345,553.4711,54226,-6171,33536815,-1.027,-0.160,-0.141,32.43,93214,8
18917564,282925719,-821462587,751454,553.8545,54226,-6184,33537293,-1.016,-0.176,-0.148,32.43,93210,8
18917620,282925961,-821462709,751580,554.00555,54308,-6222,33532196,-1.023,-0.164,-0.137,32.43,93208,8
18917676,282926205,-821462834,751736,554.3441,54364,-6253,33530130,-1.016,-0.156,-0.121,32.43,93205,8
18917732,282926439,-821462956,751792,554.3441,54342,-6274,33522337,-1.008,-0.164,-0.117,32.43,93205,8
18917788,282926671,-821463083,751886,554.3749,54270,-6275,33522047,-1.031,-0.156,-0.121,32.43,93204,8
18917844,282926902,-821463209,751953,554.582,54348,-6176,33510334,-1.035,-0.164,-0.129,32.43,93202,7
18917900,282927132,-821463334,752017,554.74146,54103,-6050,33519995,-1.047,-0.176,-0.137,32.44,93200,7
18917956,282927367,-821463463,752154,554.775,54226,-6005,33502706,-1.035,-0.188,-0.129,32.44,93200,7
18918012,282927592,-821463585,752069,554.99603,54421,-5853,33505198,-1.047,-0.176,-0.121,32.43,93198,7
18918068,282927822,-821463710,752092,555.36536,54436,-5707,33510612,-1.031,-0.164,-0.125,32.44,93194,7
18918124,282928051,-821463833,752065,555.7179,54344,-5571,33519526,-1.039,-0.164,-0.137,32.44,93190,7
18918180,282928298,-821463967,752327,555.97534,54029,-5614,33500032,-1.031,-0.156,-0.125,32.44,93187,7
18918236,282928538,-821464097,752466,556.78674,53547,-5387,33472368,-1.031,-0.152,-0.113,32.44,93179,7
18918292,282928779,-821464228,752540,556.78674,53368,-4994,33447626,-1.035,-0.156,-0.113,32.44,93179,7
18918348,282929024,-821464364,752621,557.04974,53456,-4335,33428879,-1.023,-0.160,-0.121,32.44,93176,7
18918404,282929280,-821464502,752895,557.4443,53781,-4176,33446540,-1.000,-0.152,-0.141,32.44,93172,7
18918460,282929513,-821464625,752659,557.3939,53897,-3802,33501383,-0.996,-0.164,-0.148,32.44,93173,7
18918516,282929751,-821464749,752494,557.76886,53886,-3514,33499637,-1.020,-0.168,-0.145,32.44,93169,7
18918572,282929994,-821464877,752441,557.88354,54001,-3463,33479715,-1.012,-0.160,-0.129,32.44,93167,7
18918628,282930248,-821465010,752603,558.0794,53630,-3361,33467346,-0.992,-0.152,-0.117,32.44,93165,7
18918684,282930491,-821465138,752627,558.1242,53266,-3249,33430067,-0.996,-0.129,-0.113,32.44,93165,7
18918740,282930737,-821465268,752768,558.2837,52958,-3366,33438140,-0.992,-0.137,-0.113,32.44,93163,8
18918796,282930988,-821465404,752999,558.6446,53065,-3551,33444459,-0.992,-0.188,-0.145,32.44,93159,8
