millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 101037.35, "g_temp": 24.34, "datetime": "2023-03-02T22:28:14Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
30840188,282568307,-821415918,505034,389.65405,56706,-1881,,-0.984,-0.344,-0.227,24.79,96600,4
30840300,282568575,-821415781,504806,390.31696,56809,-1457,2021761,-0.988,-0.344,-0.207,24.79,96592,4
30840412,282569083,-821415564,497304,391.07532,56814,-1620,2030557,-0.984,-0.320,-0.203,24.79,96584,4
30840524,282569640,-821415254,489596,391.56906,56784,-1644,2025578,-0.969,-0.309,-0.223,24.80,96579,4
30840636,282570201,-821414919,481483,392.3738,56631,-2770,2015780,-0.969,-0.324,-0.203,24.79,96570,4
30840748,282570768,-821414617,476053,393.23856,56978,-4444,2033200,-0.961,-0.324,-0.199,24.80,96560,4
30840860,282571336,-821414326,471158,393.79504,56712,-4997,2000194,-0.973,-0.328,-0.227,24.80,96554,4
30840916,282571658,-821414139,466688,394.47702,56761,-5021,1980473,-0.977,-0.332,-0.230,24.80,96546,4
30841028,282572184,-821413944,466826,396.34293,56620,-5105,1969643,-0.945,-0.324,-0.191,24.80,96525,4
30841140,282572802,-821413187,434800,396.34293,56664,-5281,1985984,-0.938,-0.324,-0.195,24.80,96525,5
30841252,282573368,-821412840,427675,396.9758,56940,-5752,2006407,-0.949,-0.324,-0.199,24.80,96518,5
30841364,282573922,-821412578,425736,397.68506,56743,-5779,1976948,-0.941,-0.324,-0.207,24.80,96510,5
30841476,282574468,-821412344,425253,398.17337,56475,-4743,1946601,-0.957,-0.340,-0.223,24.80,96505,5
30841588,282575003,-821412135,425432,398.7899,56326,-4520,1972547,-0.930,-0.312,-0.238,24.80,96498,5
30841644,282575277,-821412028,425385,399.22635,56617,-4375,2009146,-0.930,-0.305,-0.230,24.80,96493,5
30841756,282575821,-821411820,425746,400.02017,56514,-4615,1977803,-0.980,-0.320,-0.242,24.80,96484,5
30841868,282576345,-821411625,425878,400.42117,56195,-4374,1968574,-0.961,-0.328,-0.211,24.80,96480,5
30841980,282576873,-821411456,426360,400.9504,55609,-2758,1923567,-0.961,-0.344,-0.172,24.80,96474,6
30842092,282577396,-821411285,426807,402.3389,55832,-3436,1928147,-0.977,-0.320,-0.250,24.80,96459,6
30842204,282577915,-821411134,427716,402.3389,55907,-4645,1936980,-0.980,-0.324,-0.246,24.80,96459,6
30842316,282578418,-821411005,428953,403.2746,56075,-5826,1933523,-0.961,-0.312,-0.230,24.80,96448,6
30842428,282578931,-821410853,430032,404.02478,55846,-5945,1913800,-0.961,-0.312,-0.234,24.80,96440,6
30842484,282579183,-821410800,431081,404.45032,55842,-5792,1878686,-0.949,-0.309,-0.227,24.80,96435,6
30842540,282579434,-821410740,431674,404.8295,55455,-5901,1892839,-0.945,-0.352,-0.207,24.81,96431,6
30842652,282579951,-821410580,432842,405.60696,55438,-6243,1892452,-0.980,-0.305,-0.215,24.81,96422,6
30842708,282580199,-821410536,434024,406.0789,55292,-6111,1868326,-0.949,-0.293,-0.207,24.80,96417,6
30842764,282580453,-821410469,435052,406.4226,54996,-5773,1867859,-0.930,-0.316,-0.191,24.81,96413,6
30842820,282580585,-821410580,436483,406.80997,54621,-5693,1801424,-0.961,-0.320,-0.199,24.80,96409,7
30842876,282580848,-821410494,437246,407.3992,54667,-5571,1817676,-0.977,-0.316,-0.230,24.81,96402,6
30842932,282581110,-821410408,437784,407.3992,54500,-5575,1800902,-0.969,-0.324,-0.223,24.81,96402,6
30842988,282581372,-821410321,438486,407.63925,54378,-5864,1787136,-0.957,-0.312,-0.230,24.81,96400,6
30843044,282581535,-821410379,439491,408.0621,53807,-6317,1749478,-0.953,-0.328,-0.223,24.81,96395,7
30843100,282581722,-821410396,440342,408.65134,53947,-6360,1747145,-0.941,-0.328,-0.230,24.81,96388,7
30843212,282582175,-821410308,441613,409.02777,53826,-6102,1743144,-0.918,-0.332,-0.199,24.81,96384,7
30843268,282582377,-821410309,442652,409.46152,53722,-6245,1704069,-0.938,-0.324,-0.195,24.81,96379,7
30843324,282582576,-821410315,443789,409.87616,53799,-6382,1699133,-0.949,-0.320,-0.211,24.81,96375,7
30843380,282582770,-821410325,444983,410.26627,53478,-6550,1715647,-0.969,-0.336,-0.227,24.81,96370,7
30843436,282582972,-821410324,446111,410.51178,53923,-6533,1715385,-0.977,-0.340,-0.227,24.81,96368,7
30843492,282583181,-821410309,447100,411.36288,53886,-6581,1722630,-0.965,-0.348,-0.191,24.81,96358,7
30843548,282583391,-821410296,448203,411.36288,54044,-6631,1705535,-0.977,-0.336,-0.195,24.81,96358,7
30843604,282583613,-821410264,449090,411.933,53969,-6362,1717581,-0.961,-0.320,-0.195,24.81,96352,7
30843660,282583838,-821410229,449988,412.29584,54109,-6284,1731295,-0.945,-0.328,-0.184,24.81,96348,7
30843716,282584055,-821410203,451020,412.525,53990,-6304,1743079,-0.934,-0.340,-0.199,24.81,96345,7
30843772,282584273,-821410175,452073,412.89597,54042,-6434,1740143,-0.941,-0.320,-0.219,24.81,96341,7
30843828,282584494,-821410141,453025,413.34607,54195,-6347,1741215,-0.945,-0.332,-0.207,24.81,96336,7
30843884,282584722,-821410093,453837,413.6325,54106,-6404,1753002,-0.961,-0.332,-0.195,24.82,96333,7
30843940,282584949,-821410049,454672,413.8753,54246,-6272,1737832,-0.965,-0.355,-0.195,24.82,96330,7
30843996,282585182,-821409995,455328,414.06354,54137,-6166,1705764,-0.980,-0.348,-0.227,24.82,96328,7
30844052,282585423,-821409932,455937,414.49725,54071,-6207,1706752,-1.004,-0.355,-0.234,24.82,96323,7
30844108,282585669,-821409862,456532,414.49725,54270,-6220,1715343,-1.008,-0.352,-0.246,24.82,96323,8
30844164,282585911,-821409792,457101,414.86826,54052,-6188,1724125,-1.031,-0.340,-0.230,24.82,96319,8
30844220,282586151,-821409721,457658,414.92282,54020,-6293,1738321,-1.043,-0.344,-0.230,24.82,96319,8
