millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 97399.50, "g_temp": 23.27, "datetime": "2023-04-23T09:29:40Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
12494072,430451845,16607250,1465949,1050.7136,59003,-6467,15165264,0.895,0.094,0.215,24.03,86171,4
12494184,430451329,16607678,1466832,1051.5753,59044,-6664,15166473,0.859,0.051,0.168,24.02,86163,4
12494240,430451039,16607879,1468383,1052.0808,59164,-6878,15163565,0.832,0.043,0.105,24.03,86157,4
12494296,430450771,16608068,1468769,1052.4614,59083,-6689,15159292,0.910,0.102,0.180,24.03,86154,4
12494352,430450504,16608251,1469215,1053.3774,59243,-6822,15170655,0.828,0.066,0.156,24.03,86144,4
12494408,430450264,16608434,1468648,1053.3774,59096,-6528,15163691,0.832,0.082,0.129,24.03,86144,4
12494464,430450010,16608600,1468275,1053.7905,59194,-6492,15164229,0.859,0.098,0.156,24.03,86140,4
12494520,430449750,16608786,1468440,1053.9972,59545,-6657,15147272,0.895,0.109,0.168,24.03,86138,4
12494576,430449502,16608971,1468233,1054.481,58996,-6236,15139315,0.855,0.098,0.191,24.03,86133,4
12494632,430449252,16609161,1468107,1054.6305,59316,-6205,15161985,0.766,0.066,0.117,24.03,86131,4
12494688,430448991,16609350,1468384,1055.0327,59091,-6156,15171655,0.855,0.086,0.172,24.03,86127,4
12494744,430448728,16609543,1468669,1055.3154,59395,-6138,15160083,0.848,0.117,0.199,24.03,86124,4
12494800,430448471,16609731,1468709,1055.8047,59153,-5892,15145828,0.875,0.094,0.180,24.03,86119,4
12494856,430448213,16609922,1468799,1056.1554,59311,-5648,15147992,0.891,0.094,0.168,24.03,86116,4
12494912,430447948,16610115,1469070,1056.7262,59355,-5601,15167956,0.910,0.086,0.191,24.03,86110,4
12494968,430447684,16610306,1469348,1056.7262,59528,-5694,15153322,0.910,0.098,0.191,24.03,86110,4
12495024,430447426,16610489,1469397,1057.0714,59273,-5734,15157685,0.934,0.098,0.148,24.03,86106,4
12495080,430447170,16610671,1469394,1057.2046,59300,-5639,15150301,1.016,0.141,0.207,24.03,86105,4
12495136,430446915,16610855,1469397,1057.248,59311,-5772,15141667,0.941,0.121,0.215,24.03,86105,4
12495192,430446656,16611044,1469486,1057.3296,59628,-5867,15134841,0.914,0.109,0.211,24.03,86104,4
12495248,430446401,16611230,1469499,1057.876,59390,-5772,15138141,0.930,0.102,0.180,24.03,86098,4
12495304,430446144,16611418,1469574,1058.2755,59356,-5355,15149821,0.926,0.109,0.199,24.03,86094,4
12495360,430445887,16611605,1469642,1058.5582,59307,-5330,15148763,0.895,0.062,0.137,24.03,86091,4
12495416,430445632,16611793,1469640,1058.898,59629,-5490,15130229,0.895,0.043,0.160,24.03,86088,4
12495472,430445373,16611985,1469777,1059.7596,59645,-5512,15127803,0.973,0.062,0.219,24.03,86079,4
12495528,430445113,16612177,1469963,1059.7596,59448,-5093,15133803,0.957,0.055,0.211,24.03,86079,4
12495584,430444850,16612371,1470255,1060.1293,59203,-4930,15156785,0.914,0.047,0.168,24.03,86075,4
12495640,430444586,16612565,1470540,1060.2924,59572,-5234,15149851,0.969,0.059,0.168,24.03,86074,4
12495696,430444324,16612757,1470764,1060.7463,59396,-5272,15145094,1.000,0.020,0.176,24.03,86069,4
12495752,430444062,16612951,1471018,1060.8877,59633,-5575,15136910,0.973,0.023,0.168,24.03,86067,4
12495808,430443801,16613144,1471220,1061.3116,59507,-5395,15125504,0.984,0.027,0.156,24.03,86063,4
12495864,430443541,16613332,1471313,1061.5374,59615,-5180,15147704,0.965,0.012,0.207,24.03,86061,4
12495920,430443281,16613524,1471470,1061.9287,59579,-5398,15119134,1.004,0.055,0.230,24.03,86057,4
12495976,430443020,16613712,1471626,1062.1326,59554,-5207,15160967,0.973,0.086,0.184,24.03,86055,4
12496032,430442758,16613903,1471812,1062.5403,59525,-5163,15126622,0.988,0.102,0.199,24.03,86051,4
12496088,430442496,16614093,1471987,1062.5403,59602,-4977,15141799,0.988,0.086,0.191,24.03,86051,4
12496144,430442230,16614285,1472291,1062.9752,59612,-4871,15150311,0.965,0.090,0.188,24.03,86046,4
12496200,430441962,16614482,1472680,1063.3286,59789,-5017,15136980,0.926,0.074,0.148,24.03,86043,4
12496256,430441697,16614675,1473017,1063.7716,59468,-5022,15148195,0.922,0.070,0.152,24.03,86038,4
12496312,430441430,16614871,1473408,1064.2174,59488,-4885,15131957,0.934,0.074,0.168,24.03,86033,4
12496368,430441160,16615069,1473871,1064.4213,59815,-5305,15137087,0.977,0.094,0.207,24.03,86031,4
12496424,430440894,16615264,1474230,1064.8453,59672,-5072,15134319,1.020,0.086,0.191,24.03,86027,4
12496480,430440630,16615456,1474479,1065.0627,59629,-5004,15136054,0.996,0.066,0.141,24.04,86025,4
12496536,430440365,16615649,1474738,1065.3563,59717,-4818,15147989,1.031,0.090,0.191,24.04,86022,4
12496592,430440098,16615841,1475071,1065.6661,59644,-4718,15166300,0.938,0.039,0.117,24.03,86019,4
12496648,430439833,16616031,1475306,1065.6661,59652,-4834,15157937,0.973,0.059,0.137,24.03,86019,4
12496704,430439568,16616225,1475622,1065.8075,59699,-5152,15141942,0.988,0.062,0.152,24.04,86017,4
12496760,430439305,16616417,1475811,1065.8945,59789,-5093,15119103,1.000,0.094,0.207,24.04,86016,4
