millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 101305.38, "g_temp": 30.68, "datetime": "2023-03-02T14:53:37Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
9924418,282530430,-821519332,370143,284.15668,56960,286,374453,-1.094,-0.055,0.203,31.07,98114,4
9924474,282531850,-821520650,301537,284.2765,56993,-1684,464546,-1.086,0.047,0.285,31.07,98113,7
9924580,282532510,-821520912,292671,284.7947,56816,-2687,468561,-1.066,-0.125,0.137,31.07,98107,7
9924692,282533151,-821521010,287275,284.86157,56770,-3252,479866,-1.055,-0.043,0.219,31.07,98106,7
9924748,282533439,-821521067,284173,285.54138,56683,-3357,475315,-0.996,-0.094,0.195,31.07,98099,7
9924804,282533693,-821521044,283163,285.54138,56828,-3663,484036,-1.023,-0.055,0.188,31.07,98099,7
9924860,282533935,-821520987,283683,285.68347,56740,-3897,477694,-0.992,0.039,0.273,31.07,98097,7
9924916,282534189,-821520936,283957,286.01224,56624,-3961,471831,-0.934,-0.012,0.246,31.07,98094,7
9924972,282534447,-821520878,284774,286.3605,56564,-4065,480150,-0.914,-0.070,0.168,31.07,98090,7
9925028,282534702,-821520816,285626,286.59177,56507,-4037,498035,-1.012,-0.121,0.156,31.07,98087,7
9925084,282534967,-821520757,286903,287.0431,56859,-4359,499160,-0.957,-0.062,0.180,31.07,98082,8
9925140,282535233,-821520704,288216,287.5028,56624,-4298,490865,-0.996,-0.012,0.203,31.07,98077,8
9925196,282535493,-821520651,289427,287.71735,56518,-4326,489581,-0.996,-0.090,0.215,31.07,98075,7
9925252,282535754,-821520593,290890,287.72293,56698,-4404,482679,-1.016,0.000,0.230,31.07,98075,7
9925308,282536019,-821520543,292317,287.9709,56641,-4538,469269,-0.984,-0.039,0.219,31.07,98072,7
9925364,282536280,-821520488,293709,287.9709,56643,-5080,504107,-0.996,-0.078,0.215,31.07,98072,8
9925420,282536540,-821520427,295168,288.09903,56542,-4668,496907,-1.055,-0.090,0.215,31.08,98070,8
9925476,282536804,-821520370,296336,288.18262,56767,-4714,497522,-1.086,-0.066,0.219,31.07,98069,8
9925532,282537067,-821520324,297194,288.47797,56661,-4842,497002,-0.996,-0.066,0.191,31.08,98066,8
9925588,282537330,-821520275,298034,288.6451,56770,-4849,502990,-1.020,-0.109,0.230,31.08,98064,8
9925644,282537593,-821520224,298822,288.9516,56926,-4768,494829,-1.004,-0.027,0.277,31.08,98061,8
9925700,282537856,-821520177,299631,289.36395,56662,-4666,483879,-1.020,-0.031,0.273,31.08,98056,8
