millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 98454.01, "g_temp": 16.34, "datetime": "2023-04-16T06:45:10Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
1473352,430844871,16624588,-952044,367.49814,51647,8925,19315569,0.938,-0.191,0.312,17.14,94260,4
1473408,430844520,16624458,-952251,367.7583,53139,6711,19248898,0.965,-0.156,0.328,17.14,94257,4
1473464,430844251,16624389,-953965,368.04767,53170,5823,19233459,0.953,-0.180,0.332,17.14,94254,4
1473520,430843991,16624324,-953944,368.49362,53489,6755,19203618,0.938,-0.152,0.348,17.14,94249,4
1473576,430843738,16624261,-953011,369.0511,53726,7371,19217606,0.949,-0.188,0.328,17.14,94243,4
1473632,430843474,16624179,-951989,369.3139,53621,8230,19182858,0.945,-0.172,0.320,17.15,94240,4
1473688,430843187,16624094,-951195,369.55814,53797,9770,19158523,0.953,-0.164,0.312,17.15,94237,4
1473744,430842898,16624007,-950917,369.94836,53912,10871,19139639,0.957,-0.184,0.348,17.15,94233,4
1473800,430842607,16623921,-951293,370.60403,54070,11768,19161320,0.945,-0.184,0.316,17.15,94226,4
1473856,430842325,16623841,-951919,370.60403,54062,12398,19131287,0.938,-0.184,0.316,17.15,94226,4
1473912,430842038,16623764,-952836,371.0208,54005,12853,19084553,0.965,-0.160,0.348,17.15,94221,4
1473968,430841748,16623677,-954893,371.20663,54247,13861,19071318,0.949,-0.176,0.336,17.15,94219,4
1474024,430841451,16623586,-957212,371.78268,54469,14688,19082845,0.957,-0.180,0.340,17.15,94212,4
1474080,430841152,16623489,-959713,372.1915,54597,15403,19071848,0.949,-0.156,0.352,17.15,94208,4
1474136,430840858,16623408,-962011,372.63748,54609,15979,19027685,0.953,-0.176,0.344,17.15,94203,4
1474192,430840562,16623325,-964139,372.9985,54682,16384,19031124,0.965,-0.184,0.328,17.15,94199,4
1474248,430840267,16623237,-966107,373.50287,54698,16734,19015085,0.969,-0.168,0.359,17.15,94193,4
1474304,430839970,16623149,-968529,373.73117,54732,17004,19015763,0.945,-0.184,0.367,17.15,94191,4
