millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 96780.83, "g_temp": 24.91, "datetime": "2023-04-21T13:34:41Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
486002,430921694,16985907,343143,165.92537,234,150,,0.863,-0.066,0.402,25.16,94955,16
770786,430941227,17133900,479640,191.04594,39119,-7037,5353261,0.754,-0.055,0.465,25.31,94681,5
770898,430942538,17135743,482290,191.90143,38177,-7486,5320192,0.945,-0.141,0.379,25.31,94672,4
770954,430943009,17136770,486178,192.11736,38321,-6895,5336077,0.875,-0.117,0.395,25.31,94670,4
771010,430943270,17137452,490511,192.43713,38137,-6834,5361884,0.816,-0.090,0.367,25.31,94666,4
771066,430943099,17136442,486128,192.78972,37730,-6680,5242479,0.727,-0.070,0.461,25.31,94663,6
771122,430943015,17135955,483468,193.18329,37526,-6542,5233783,0.793,-0.070,0.488,25.31,94658,6
771178,430942921,17136059,484337,193.37462,37508,-6108,5283290,0.957,-0.098,0.379,25.31,94656,5
771234,430942920,17136195,484944,193.86932,37165,-6003,5256527,0.871,-0.105,0.375,25.31,94651,5
771290,430942988,17136421,486107,193.86932,36848,-5981,5244267,0.891,-0.141,0.336,25.31,94651,5
771346,430943091,17136369,484807,194.15356,37215,-5498,5241347,0.816,-0.109,0.387,25.31,94648,6
771402,430943110,17136552,485808,194.48428,36610,-6034,5185034,0.809,-0.082,0.406,25.32,94644,5
771458,430943224,17136852,486982,194.92432,36742,-5844,5189505,0.910,-0.164,0.367,25.32,94639,5
771514,430943316,17137145,487876,195.3425,37040,-5333,5261494,0.898,-0.066,0.395,25.32,94635,5
771570,430943437,17137432,488397,195.59122,36986,-5257,5212701,0.836,-0.078,0.430,25.32,94632,5
771626,430943551,17137706,489231,196.02852,36977,-6312,5134082,0.820,-0.047,0.457,25.32,94628,5
771682,430943664,17138013,490224,196.52869,38003,-5699,5202847,0.875,-0.152,0.398,25.32,94622,5
771738,430943786,17138296,491149,196.79927,38314,-5770,5221345,0.797,-0.094,0.441,25.32,94619,5
771794,430943902,17138559,492286,197.51537,37585,-6771,5082196,0.863,-0.082,0.371,25.32,94611,5
771850,430944018,17138841,493316,197.51537,37855,-6389,5150368,0.953,-0.117,0.406,25.32,94611,5
771906,430944132,17139135,494451,198.00461,38303,-5557,5290500,0.871,-0.043,0.414,25.32,94606,5
771962,430944266,17139439,495942,198.35992,37473,-6470,5098665,0.984,-0.125,0.363,25.32,94602,5
772018,430944388,17139766,497204,198.7289,37721,-5978,5204222,0.805,-0.109,0.406,25.32,94598,5
772074,430944511,17140091,498512,198.90656,37931,-5613,5239111,0.941,-0.070,0.414,25.32,94596,5
772130,430944629,17140405,499772,199.1334,37487,-5957,5198292,0.930,-0.078,0.402,25.32,94594,5
772186,430944753,17140703,500872,199.48051,37153,-5761,5240242,0.961,-0.133,0.414,25.32,94590,5
772242,430944879,17140984,501814,199.81396,36977,-5494,5294293,0.996,-0.117,0.375,25.33,94587,5
772298,430945003,17141267,502783,200.01349,36409,-5561,5274183,0.953,-0.090,0.469,25.32,94584,5
772354,430945134,17141558,503835,200.46446,36830,-4926,5327232,0.988,-0.059,0.387,25.33,94579,6
772410,430945256,17141846,504894,200.46446,36409,-5103,5294441,0.965,-0.133,0.406,25.33,94579,6
772466,430945379,17142133,505935,200.80884,36577,-5557,5289962,0.977,-0.125,0.371,25.33,94576,6
772522,430945507,17142414,506750,201.05482,37220,-5555,5299899,0.922,-0.074,0.449,25.33,94573,6
772578,430945629,17142685,507470,201.36368,36644,-5723,5321286,0.984,-0.105,0.391,25.33,94570,6
772634,430945747,17142973,508371,201.53313,36719,-5943,5296336,0.949,-0.113,0.414,25.33,94568,6
772690,430945872,17143258,509183,201.8529,37020,-6295,5237436,0.977,-0.082,0.422,25.33,94564,6
772746,430945996,17143554,510112,202.21368,37546,-5979,5280308,1.020,-0.129,0.418,25.33,94561,6
772802,430946121,17143858,511028,202.55534,37794,-6024,5274840,0.859,-0.098,0.402,25.33,94557,6
772858,430946243,17144162,511935,202.89151,37534,-5901,5298624,0.859,-0.047,0.406,25.33,94553,6
772914,430946370,17144471,512989,203.64587,37157,-6344,5245641,0.863,-0.094,0.461,25.33,94545,6
772970,430946504,17144790,514010,203.64587,37310,-6431,5291284,0.863,-0.059,0.453,25.33,94545,6
773026,430946635,17145101,514954,204.25537,37490,-5829,5351397,0.926,-0.121,0.402,25.33,94538,6
773082,430946762,17145406,515987,204.79927,36859,-6078,5290419,0.922,-0.168,0.395,25.33,94533,6
773138,430946890,17145697,516930,205.09718,36704,-6474,5277515,0.926,-0.082,0.438,25.34,94529,6
773194,430947022,17145989,517894,205.33498,37157,-6439,5293387,0.867,-0.051,0.387,25.34,94527,6
773250,430947153,17146269,518741,205.71762,37093,-5945,5282934,0.906,-0.098,0.445,25.34,94523,6
773306,430947287,17146550,519586,206.11392,36878,-5942,5290571,0.910,-0.121,0.363,25.34,94518,7
773362,430947425,17146807,520193,206.56763,36482,-5970,5309708,0.941,-0.109,0.320,25.34,94513,7
773418,430947439,17146527,515255,207.00768,36361,-5079,5330089,0.906,-0.117,0.305,25.34,94509,8
773474,430947460,17146301,510883,207.5133,36378,-5308,5393840,0.914,-0.129,0.344,25.34,94503,8
773530,430947485,17146118,507070,207.5133,35714,-5689,5292764,0.984,-0.148,0.367,25.34,94503,8
773586,430947482,17146085,504988,207.8577,36117,-5107,5393907,0.852,-0.109,0.449,25.34,94499,10
773642,430947526,17145989,502013,207.96701,36082,-5609,5309916,0.875,-0.137,0.441,25.34,94498,9
773698,430947617,17145994,499804,208.37973,35889,-5561,5293767,0.930,-0.133,0.406,25.34,94494,9
773754,430947704,17145995,497508,208.72957,36270,-4982,5391156,0.969,-0.129,0.422,25.34,94490,9
773810,430947793,17145974,494997,209.04662,36303,-5469,5295648,0.906,-0.137,0.336,25.34,94487,9
773866,430947900,17146009,492951,209.38553,36745,-5757,5273636,0.895,-0.113,0.445,25.34,94483,9
773922,430948020,17146099,491490,209.76271,36586,-5634,5259471,0.953,-0.152,0.352,25.34,94479,9
773978,430948139,17146198,490101,210.03876,36419,-5408,5281817,1.004,-0.113,0.469,25.34,94476,9
774034,430948260,17146300,488715,209.87204,36421,-5112,5310197,1.043,-0.129,0.531,25.35,94478,9
774090,430948374,17146402,487461,209.87204,35960,-5456,5283064,1.062,-0.125,0.500,25.35,94478,9
774146,430948490,17146509,486233,210.00323,36130,-5203,5313481,1.105,-0.145,0.504,25.35,94476,9
774202,430948606,17146629,485228,210.08249,35899,-5741,5311311,1.105,-0.141,0.496,25.35,94475,9
774258,430948721,17146744,484184,210.16176,35947,-5845,5301779,0.906,-0.133,0.465,25.35,94475,9
774314,430948848,17146885,483363,210.3804,35993,-5811,5282785,1.062,-0.086,0.504,25.35,94472,9
774370,430948974,17147034,482636,210.65099,36088,-5953,5293144,1.070,-0.109,0.516,25.36,94469,9
774426,430949104,17147187,481901,210.83685,36499,-5538,5324919,0.969,-0.098,0.445,25.36,94467,9
774482,430949232,17147341,481254,211.28235,36292,-5809,5290339,1.000,-0.109,0.496,25.36,94462,9
774538,430949361,17147500,480682,211.6076,36059,-6064,5276365,1.148,-0.125,0.359,25.36,94459,9
774594,430949492,17147659,480079,212.27995,36253,-6150,5286195,1.047,-0.078,0.523,25.35,94452,9
774650,430949622,17147820,479574,212.27995,35999,-6406,5239040,1.102,-0.137,0.488,25.35,94452,9
774706,430949726,17148070,480158,212.62161,36636,-6077,5374233,1.000,-0.066,0.551,25.35,94448,10
774762,430949829,17148310,480786,212.69814,36138,-6505,5270907,1.145,-0.098,0.461,25.36,94447,10
774818,430949934,17148551,481492,213.02612,35682,-7130,5199612,1.133,-0.098,0.398,25.36,94444,10
774874,430950041,17148787,481979,213.59189,36599,-6647,5340279,1.113,-0.105,0.359,25.36,94437,10
774930,430950147,17149017,482504,214.17131,36403,-6851,5275132,1.066,-0.098,0.383,25.36,94431,10
774986,430950256,17149248,483028,214.79448,36585,-7102,5240064,1.094,-0.113,0.418,25.36,94424,10
775042,430950365,17149477,483520,215.13339,36654,-7302,5287886,1.121,-0.051,0.371,25.36,94421,10
775098,430950468,17149716,484204,215.6445,36775,-7222,5283348,1.074,-0.133,0.461,25.36,94415,10
775154,430950590,17149972,484899,216.57924,36525,-7496,5241606,1.047,-0.113,0.434,25.36,94405,11
775210,430950731,17150255,485732,216.57924,36522,-7318,5252312,0.906,-0.055,0.422,25.36,94405,12
775266,430950885,17150560,486710,217.38005,36706,-7635,5291086,0.973,-0.129,0.410,25.36,94396,12
775322,430951037,17150854,487577,217.93762,36560,-7716,5274169,0.918,-0.145,0.449,25.36,94390,12
775378,430951188,17151146,488438,218.90244,36725,-7578,5314289,0.832,-0.070,0.402,25.36,94380,12
775434,430951348,17151437,489267,219.98477,36367,-8184,5188048,0.781,-0.055,0.340,25.36,94368,13
775490,430951497,17151706,489807,220.84026,37176,-7664,5331580,0.836,-0.062,0.363,25.36,94359,13
775546,430951642,17151977,490511,221.67387,36568,-8037,5265112,0.781,-0.074,0.352,25.36,94350,13
775602,430951786,17152241,491143,222.22324,36447,-7997,5265947,0.727,-0.055,0.367,25.36,94344,13
775658,430951940,17152488,491483,223.11699,36831,-7329,5335063,0.797,-0.133,0.293,25.36,94334,12
775714,430952092,17152728,491917,224.70496,36516,-7958,5196620,0.836,-0.051,0.359,25.36,94317,12
775770,430952241,17152967,492263,224.70496,36510,-7728,5312730,0.875,-0.090,0.336,25.36,94317,12
775826,430952381,17153187,492520,225.44565,36723,-7526,5303697,0.742,-0.078,0.316,25.36,94309,11
775882,430952520,17153406,492812,226.28473,36570,-7501,5255494,0.758,-0.098,0.402,25.37,94300,11
775938,430952658,17153624,493023,226.70837,36633,-7185,5312344,0.887,-0.121,0.344,25.37,94295,11
775994,430952796,17153831,493167,226.9735,36563,-7328,5290763,0.746,-0.055,0.383,25.37,94293,11
776050,430952932,17154040,493359,227.33427,36656,-7244,5286069,0.770,-0.082,0.375,25.37,94289,11
776106,430953064,17154247,493566,227.96289,36784,-7326,5321986,0.770,-0.062,0.301,25.37,94282,11
776162,430953194,17154452,493827,228.597,36626,-7385,5287925,0.812,-0.070,0.332,25.37,94275,11
776218,430953320,17154649,493991,228.9441,36414,-7013,5346828,0.785,-0.086,0.387,25.37,94271,11
776274,430953448,17154849,494197,230.33803,36733,-7410,5298736,0.785,-0.070,0.293,25.37,94256,11
776330,430953574,17155048,494402,230.33803,36833,-7227,5307273,0.695,-0.062,0.312,25.37,94256,11
776386,430953700,17155248,494559,231.07324,36939,-6762,5308522,0.656,-0.062,0.289,25.37,94248,11
776442,430953822,17155450,494723,231.7046,36775,-6478,5328365,0.695,-0.109,0.281,25.37,94241,11
776498,430953945,17155637,494705,232.16925,36843,-6347,5337021,0.695,-0.062,0.371,25.37,94236,11
776554,430954069,17155833,494782,233.12859,36979,-6580,5283233,0.777,-0.145,0.227,25.37,94226,11
776610,430954189,17156020,494731,233.78455,36958,-6229,5359490,0.629,-0.066,0.320,25.37,94219,11
776666,430954298,17156188,494514,234.15627,37019,-5982,5356260,0.754,-0.094,0.238,25.37,94215,10
776722,430954409,17156362,494447,234.56078,36869,-6401,5241946,0.688,-0.055,0.332,25.38,94210,10
776778,430954517,17156519,494088,234.6619,36795,-5821,5328659,0.707,-0.113,0.355,25.38,94209,10
776834,430954623,17156707,494036,234.89423,36985,-5196,5414721,0.820,-0.133,0.293,25.38,94207,11
776890,430954734,17156889,494034,234.89423,36677,-5842,5228138,0.789,-0.105,0.309,25.38,94207,11
776946,430954833,17156960,492575,235.24953,36883,-5281,5312626,0.711,-0.082,0.324,25.38,94203,11
777002,430954931,17157038,491164,235.47092,36684,-5143,5348816,0.660,-0.102,0.355,25.38,94201,11
777058,430955030,17157148,490077,235.71417,36702,-5131,5385055,0.855,-0.070,0.477,25.38,94198,11
777114,430955131,17157257,489024,235.55019,36858,-5157,5322395,1.113,-0.117,0.406,25.38,94200,11
777170,430955244,17157460,489322,234.85596,36622,-6106,5139937,0.953,-0.133,0.492,25.38,94207,11
777226,430955355,17157658,489478,234.02234,36516,-5773,5192764,1.098,-0.082,0.527,25.38,94216,11
777282,430955458,17157853,489645,233.25432,36525,-5469,5291858,1.277,-0.129,0.488,25.38,94225,11
777338,430955548,17158032,489683,233.0466,36572,-5516,5342490,1.043,-0.105,0.504,25.38,94227,10
777394,430955639,17158213,489754,232.79242,36746,-5760,5345529,1.012,-0.094,0.566,25.39,94230,10
777450,430955736,17158406,489894,232.79242,36662,-5801,5346699,1.062,-0.129,0.512,25.39,94230,11
777506,430955833,17158599,490017,233.45384,36761,-5835,5350890,1.012,-0.098,0.551,25.39,94222,11
777562,430955932,17158795,490203,233.5823,36917,-6138,5333499,1.051,-0.109,0.562,25.39,94221,11
777618,430956033,17158995,490411,233.87749,36931,-6147,5321071,1.070,-0.113,0.547,25.39,94218,11
777674,430956134,17159197,490614,234.23006,37014,-5812,5338798,1.031,-0.098,0.523,25.39,94214,11
777730,430956234,17159397,490843,234.49518,36824,-6027,5341311,1.070,-0.098,0.504,25.39,94211,11
777786,430956332,17159602,490964,234.84502,37053,-5276,5454129,1.102,-0.129,0.422,25.39,94207,11
777842,430956432,17159802,491172,235.21947,36912,-5695,5388417,1.102,-0.129,0.445,25.39,94203,11
777898,430956533,17160005,491388,235.3944,36918,-5821,5381895,1.059,-0.102,0.508,25.39,94201,11
777954,430956638,17160184,491352,236.11868,36885,-5918,5361366,1.016,-0.125,0.465,25.40,94194,10
778010,430956742,17160367,491278,236.11868,37082,-5486,5399459,0.969,-0.152,0.457,25.40,94194,10
778066,430956847,17160549,491218,236.56146,36956,-5524,5420439,1.082,-0.113,0.520,25.40,94189,10
778122,430956959,17160749,491361,236.99876,36642,-5541,5462725,1.016,-0.137,0.414,25.40,94184,11
778178,430957075,17160946,491623,237.47707,36489,-6404,5390020,0.855,-0.109,0.359,25.40,94179,11
778234,430957191,17161140,491912,238.63593,36389,-6910,5320976,0.637,-0.062,0.273,25.40,94166,11
778290,430957310,17161340,492259,240.09271,36723,-7050,5290935,0.570,-0.070,0.273,25.40,94151,11
778346,430957447,17161549,492578,241.45383,36993,-7477,5334467,0.602,-0.152,0.297,25.40,94136,11
778402,430957582,17161751,492808,242.47878,36890,-7232,5342940,0.699,-0.148,0.332,25.40,94125,11
778458,430957715,17161950,493046,243.1648,36780,-7015,5357476,0.785,-0.102,0.398,25.40,94117,11
778514,430957850,17162153,493507,244.0722,36612,-7875,5230536,0.785,-0.141,0.324,25.40,94108,11
778570,430957982,17162357,493858,244.0722,36923,-7413,5342793,0.840,-0.129,0.328,25.40,94108,11
778626,430958113,17162565,494130,244.72816,37146,-7082,5406246,0.789,-0.109,0.309,25.40,94100,11
778682,430958245,17162774,494372,245.08894,37136,-6507,5463337,0.742,-0.105,0.422,25.40,94097,11
778738,430958375,17162990,494661,245.16002,37253,-6342,5527790,0.730,-0.074,0.469,25.40,94096,11
778794,430958512,17163224,495296,245.45793,36984,-6605,5547503,0.875,-0.117,0.387,25.41,94093,11
778850,430958651,17163445,495824,245.77225,36802,-6746,5489141,0.785,-0.164,0.383,25.41,94089,11
778906,430958791,17163672,496527,246.38174,36802,-7077,5454867,0.812,-0.172,0.410,25.41,94083,11
778962,430958930,17163898,497158,246.76439,36919,-6860,5486780,0.809,-0.172,0.371,25.41,94078,11
779018,430959067,17164127,497787,247.14977,37011,-6634,5533794,0.879,-0.141,0.363,25.41,94074,11
779074,430959203,17164359,498361,247.58434,37092,-6272,5585869,0.797,-0.094,0.383,25.41,94070,11
779130,430959338,17164591,498888,247.58434,37158,-6115,5645760,0.809,-0.113,0.363,25.41,94070,11
