millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,acc_x,acc_y,acc_z,temp,press,num_satellites
# { "g_press": 97278.42, "g_temp": 22.55, "datetime": "2023-04-23T09:07:26Z", "fw_version": "0.5.0-gps-testing+git-ace6d66" }
# Switched to mode: Climb
896024,431004336,16645389,600375,265.1119,54039,-9271,33030858,1.023,0.051,0.086,22.89,94340,5
896080,431004315,16645277,599158,265.53763,53768,-9266,32995125,1.020,0.051,0.078,22.89,94335,5
896136,431004588,16645126,597474,266.05554,53895,-9370,32991472,1.047,0.047,0.078,22.89,94329,5
896192,431004783,16644939,597325,266.4948,53845,-9611,33001772,1.059,0.055,0.094,22.89,94324,5
896248,431004930,16644742,597114,267.27844,53794,-9804,32994851,1.051,0.066,0.098,22.89,94316,5
896304,431005126,16644552,596575,267.27844,53862,-9849,33018674,1.027,0.062,0.094,22.89,94316,5
896360,431005308,16644364,596097,267.76926,53863,-9927,33037051,1.035,0.047,0.070,22.89,94310,5
896416,431005535,16644182,595775,268.24106,53605,-9151,33041231,1.047,0.059,0.090,22.89,94305,6
896472,431005793,16644002,596536,268.78067,53552,-9034,33044497,1.047,0.031,0.078,22.89,94299,6
896528,431006057,16643825,597521,269.1928,53639,-8906,33035004,1.016,0.039,0.086,22.89,94295,6
896584,431006326,16643636,598951,269.708,53762,-8771,33027230,1.012,0.031,0.074,22.90,94289,6
896640,431006586,16643435,600495,270.01443,53817,-8653,33027472,1.043,0.055,0.094,22.90,94286,6
896696,431006843,16643239,601655,270.56488,53727,-8775,33044088,1.016,0.043,0.086,22.89,94280,6
896752,431007108,16643039,602822,270.94992,53760,-8690,33042898,1.000,0.027,0.062,22.90,94275,6
896808,431007371,16642849,603576,271.89624,53744,-8617,33045027,1.020,0.051,0.070,22.90,94265,6
896864,431007640,16642663,604023,271.89624,53711,-8517,33045574,1.012,0.051,0.086,22.90,94265,6
896920,431007898,16642475,604704,272.3355,53610,-8540,33054738,1.008,0.047,0.074,22.90,94260,6
896976,431008152,16642285,605209,272.53616,53555,-8616,33059944,1.027,0.047,0.082,22.90,94258,6
897032,431008402,16642096,605436,273.20865,53633,-8628,33053605,1.020,0.059,0.082,22.90,94251,6
897088,431008650,16641909,605715,273.65604,53692,-8801,33059285,1.059,0.051,0.094,22.90,94246,6
897144,431008899,16641708,606560,274.01126,53767,-8887,33056810,1.016,0.035,0.070,22.90,94242,6
897200,431009144,16641506,607376,274.17123,53930,-9001,33053492,1.012,0.035,0.047,22.90,94240,6
897256,431009381,16641300,608564,274.5807,54101,-9033,33047475,1.027,0.043,0.066,22.90,94236,6
897312,431009618,16641092,609815,275.08774,54086,-9063,33050616,1.016,0.047,0.066,22.90,94230,6
897368,431009866,16640886,611022,276.2917,54045,-9127,33054905,0.996,0.039,0.066,22.90,94217,6
897424,431010107,16640683,612202,276.2917,53965,-9241,33060904,0.996,0.043,0.066,22.90,94217,6
897480,431010355,16640486,613385,276.72012,53852,-9188,33058464,0.992,0.059,0.082,22.90,94212,6
897536,431010599,16640287,614548,277.24344,53758,-9239,33060933,1.012,0.059,0.090,22.90,94206,6
897592,431010852,16640087,615688,277.62036,53705,-9334,33062839,1.000,0.070,0.078,22.90,94202,6
897648,431011114,16639887,616859,277.8915,53686,-9366,33060051,0.992,0.059,0.062,22.91,94199,6
897704,431011374,16639689,617832,278.5721,53688,-9455,33060242,1.027,0.059,0.078,22.91,94192,6
897760,431011626,16639496,618715,278.90564,53463,-9474,33066255,1.020,0.055,0.070,22.91,94188,6
897816,431011877,16639306,619326,279.3015,53428,-9491,33062587,0.996,0.043,0.051,22.91,94184,6
897872,431012124,16639113,619933,279.89264,53835,-9566,33049850,1.016,0.043,0.059,22.91,94177,6
897928,431012366,16638923,620525,280.85794,53767,-9636,33069380,1.012,0.027,0.078,22.91,94167,6
897984,431012604,16638735,621036,280.85794,53683,-9747,33083058,1.008,0.012,0.062,22.91,94167,6
898040,431012841,16638547,621595,281.70395,53663,-9759,33085987,1.000,0.020,0.055,22.91,94158,6
898096,431013080,16638359,622094,282.19476,53593,-9736,33076865,1.000,0.023,0.062,22.91,94152,6
898152,431013316,16638175,622452,282.53098,53515,-9748,33071617,1.004,0.031,0.078,22.91,94149,6
898208,431013552,16637992,622653,283.11667,53511,-9757,33074341,0.988,0.020,0.062,22.91,94142,6
898264,431013793,16637810,622828,283.5858,53651,-9784,33095722,0.977,0.020,0.047,22.91,94137,6
898320,431014029,16637628,623097,283.84067,53698,-9806,33102847,0.973,0.023,0.066,22.91,94134,6
898376,431014245,16637455,623056,284.4128,52343,-9453,33104580,0.984,0.027,0.086,22.91,94128,6
898432,431014469,16637277,623212,285.02292,52767,-9642,33068342,0.957,0.027,0.055,22.91,94121,6
898488,431014689,16637099,623265,285.85535,52680,-9540,33044466,0.977,0.043,0.070,22.91,94112,6
898544,431014911,16636921,623288,285.85535,52609,-9458,33028434,0.969,0.035,0.062,22.91,94112,6
898600,431015141,16636741,623440,286.54138,53011,-9455,33037081,0.969,0.055,0.066,22.91,94105,6
898656,431015371,16636560,623756,286.7095,53306,-9444,33047474,0.969,0.055,0.062,22.91,94103,6
898712,431015606,16636379,624074,287.11624,54072,-9488,33063583,0.984,0.047,0.055,22.91,94098,6
898768,431015840,16636202,624222,287.71548,54086,-9450,33100678,0.965,0.051,0.066,22.91,94092,6
898824,431016070,16636027,624315,288.06256,53798,-9342,33109582,0.969,0.035,0.059,22.91,94088,6
898880,431016299,16635852,624439,288.4259,53529,-9245,33114384,0.961,0.035,0.043,22.91,94084,6
898936,431016529,16635680,624384,288.8679,53423,-9161,33112172,0.930,0.035,0.035,22.91,94079,6
898992,431016734,16635512,624886,289.3614,53086,-9090,33116221,0.949,0.047,0.070,22.91,94074,7
899048,431016941,16635345,625276,290.43246,52954,-9040,33121428,0.949,0.031,0.055,22.91,94062,7
899104,431017151,16635181,625423,290.43246,52506,-8890,33138746,0.953,0.031,0.039,22.91,94062,7
899160,431017376,16635015,624912,290.82837,52909,-8711,33131578,0.949,0.059,0.059,22.92,94058,8
899216,431017590,16634850,624775,291.25406,52793,-8651,33142219,0.938,0.059,0.047,22.92,94053,8
